name;open;high;low;close;volume;marketCap;timestamp
"825";0.0973869341;0.0973894169;0.0969023646;0.0973362243;39627279.76881165;1022493100.5662327;"2025-09-17 22:00:00"
"825";0.0973490419;0.097954177;0.0973423468;0.0975759962;40296281.161239274;1025089305.7429316;"2025-09-17 23:00:00"
"825";0.0975778149;0.0977767272;0.0973524465;0.0977767272;40862093.37192791;1027118976.738631;"2025-09-18 00:00:00"
"825";0.0977767374;0.0977897579;0.0970672837;0.0971274716;40595269.12488665;1020377109.6802928;"2025-09-18 01:00:00"
"825";0.0971346829;0.097145622;0.0962874368;0.0965357363;40661568.72335865;1014224662.380877;"2025-09-18 02:00:00"
"825";0.096538699;0.0968232593;0.0963214287;0.0966495415;40760138.695677325;1015486910.6920842;"2025-09-18 03:00:00"
"825";0.0966566174;0.0975367873;0.0966427785;0.0974013189;40491450.86708355;1023203435.7659454;"2025-09-18 04:00:00"
"825";0.0973922004;0.0977358492;0.097389919;0.0974519681;40786012.01809166;1023808473.9397271;"2025-09-18 05:00:00"
"825";0.0974525331;0.0974889105;0.0966694317;0.0968531869;40803078.56680552;1017614170.3065187;"2025-09-18 06:00:00"
"825";0.0968553324;0.0971177697;0.0968183642;0.0969209107;41581985.099708885;1018235775.738479;"2025-09-18 07:00:00"
"825";0.0969233589;0.0974523426;0.0968371036;0.0973177404;42073382.76511936;1022669945.0876069;"2025-09-18 08:00:00"
"825";0.0973427105;0.0977222262;0.0971934885;0.0974840993;42630114.73390212;1024160423.5858914;"2025-09-18 09:00:00"
"825";0.0974970016;0.0985126838;0.0974970016;0.098129273;43325322.36758576;1031064159.7900232;"2025-09-18 10:00:00"
"825";0.098133496;0.0982871869;0.0979149768;0.0981273572;43807459.355075546;1030913006.4775677;"2025-09-18 11:00:00"
"825";0.0981371768;0.0985548794;0.0980888679;0.0984653978;43948409.70169947;1034553774.1278007;"2025-09-18 12:00:00"
"825";0.098473372;0.0989581042;0.0984570617;0.0987897763;43729295.144299075;1037603257.2816436;"2025-09-18 13:00:00"
"825";0.0987838928;0.0994062841;0.0987727459;0.0994038929;40348860.0044288;1044436997.3528556;"2025-09-18 14:00:00"
"825";0.0994124488;0.0994375252;0.0984243912;0.0987021035;38733544.16772194;1036868417.0058417;"2025-09-18 15:00:00"
"825";0.098688115;0.0992180396;0.0986737304;0.0990925518;37671673.67385211;1041081451.5586365;"2025-09-18 16:00:00"
"825";0.0991094536;0.0992884606;0.0988236097;0.0992473441;37428726.06754778;1042808049.5912377;"2025-09-18 17:00:00"
"825";0.0992656632;0.0992674741;0.0986357506;0.098649352;36980920.53449664;1036591126.8704861;"2025-09-18 18:00:00"
"825";0.098655689;0.0986569729;0.0980187667;0.0985615586;36454775.00189636;1035439281.3231176;"2025-09-18 19:00:00"
"825";0.0985537203;0.0993207835;0.0985292241;0.0992605074;36309300.72916774;1042711766.3170332;"2025-09-18 20:00:00"
"825";0.0992651762;0.0997142715;0.0992651762;0.0993366949;0;0;"2025-09-18 21:00:00"