timestamp,open,high,low,close,volume,timestamp_date
1758183540000,0.096748,0.096787,0.096748,0.096787,10.9830625,2025-09-18 08:19:00
1758183600000,0.096838,0.096886,0.096838,0.096886,11.042292,2025-09-18 08:20:00
1758183660000,0.096912,0.096957,0.096912,0.096957,11.292903,2025-09-18 08:21:00
1758183720000,0.096985,0.097005,0.096985,0.097005,10.9119225,2025-09-18 08:22:00
1758183780000,0.097063,0.097063,0.097045,0.097045,11.3068045,2025-09-18 08:23:00
1758183840000,0.097076,0.097095,0.097076,0.097095,11.164804,2025-09-18 08:24:00
1758183900000,0.097122,0.097128,0.097122,0.097128,11.120799,2025-09-18 08:25:00
1758183960000,0.097135,0.097142,0.097135,0.097142,10.782377,2025-09-18 08:26:00
1758184020000,0.09715,0.097237,0.09715,0.097237,10.934247,2025-09-18 08:27:00
1758184080000,0.097237,0.097237,0.097186,0.097186,10.936332,2025-09-18 08:28:00
1758184140000,0.097193,0.097222,0.097193,0.097222,11.178848,2025-09-18 08:29:00
1758184200000,0.097201,0.097204,0.097201,0.097204,11.081082,2025-09-18 08:30:00
1758184260000,0.097204,0.097204,0.097155,0.097155,10.835502,2025-09-18 08:31:00
1758184320000,0.097138,0.097142,0.097138,0.097142,11.122521,2025-09-18 08:32:00
1758184380000,0.097144,0.097144,0.097144,0.097144,11.365848,2025-09-18 08:33:00
1758184440000,0.097221,0.097221,0.097172,0.097172,11.2261345,2025-09-18 08:34:00
1758184500000,0.097181,0.097182,0.097181,0.097182,11.224462,2025-09-18 08:35:00
1758184560000,0.097195,0.097209,0.097195,0.097209,11.3240505,2025-09-18 08:36:00
1758184620000,0.097256,0.097324,0.097256,0.097324,11.042364,2025-09-18 08:37:00
1758184680000,0.097308,0.097316,0.097308,0.097316,11.044906,2025-09-18 08:38:00
1758184740000,0.097344,0.097384,0.097344,0.097384,11.245512,2025-09-18 08:39:00
1758184800000,0.097406,0.09742,0.097406,0.09742,11.251219,2025-09-18 08:40:00
1758184860000,0.097432,0.09744,0.097432,0.09744,11.448728,2025-09-18 08:41:00
1758184920000,0.097527,0.097527,0.097443,0.097443,11.2593705,2025-09-18 08:42:00
1758184980000,0.097413,0.097413,0.097325,0.097325,11.3435545,2025-09-18 08:43:00
1758185040000,0.097402,0.097402,0.097392,0.097392,10.957175,2025-09-18 08:44:00
1758185100000,0.097397,0.097397,0.097334,0.097334,11.245668,2025-09-18 08:45:00
1758185160000,0.097285,0.097285,0.097247,0.097247,11.0884,2025-09-18 08:46:00
1758185220000,0.09723,0.097288,0.09723,0.097288,10.94171,2025-09-18 08:47:00
1758185280000,0.097278,0.097326,0.097278,0.097326,11.433021,2025-09-18 08:48:00
1758185340000,0.097238,0.097296,0.097238,0.097296,11.428887,2025-09-18 08:49:00
1758185400000,0.097247,0.097276,0.097247,0.097276,11.4282045,2025-09-18 08:50:00
1758185460000,0.097276,0.097334,0.097276,0.097334,10.752217,2025-09-18 08:51:00
1758185520000,0.097363,0.097363,0.097333,0.097333,11.0490355,2025-09-18 08:52:00
1758185580000,0.097323,0.097323,0.097323,0.097323,11.1434835,2025-09-18 08:53:00
1758185640000,0.097243,0.097243,0.097213,0.097213,11.1326735,2025-09-18 08:54:00
1758185700000,0.097281,0.097281,0.097203,0.097203,11.1341895,2025-09-18 08:55:00
1758185760000,0.097151,0.097157,0.097151,0.097157,11.07555,2025-09-18 08:56:00
1758185820000,0.097186,0.097201,0.097186,0.097201,11.080074,2025-09-18 08:57:00
1758185880000,0.097228,0.097276,0.097228,0.097276,11.13527,2025-09-18 08:58:00
1758185940000,0.097289,0.097333,0.097289,0.097333,11.190677,2025-09-18 08:59:00
1758186000000,0.097344,0.09735,0.097344,0.09735,11.048883,2025-09-18 09:00:00
1758186060000,0.097359,0.097407,0.097359,0.097407,10.7608335,2025-09-18 09:01:00
1758186120000,0.097368,0.097368,0.097368,0.097368,11.002584,2025-09-18 09:02:00
1758186180000,0.097368,0.097368,0.097351,0.097351,11.050299,2025-09-18 09:03:00
1758186240000,0.097389,0.097418,0.097389,0.097418,11.493613,2025-09-18 09:04:00
1758186300000,0.097408,0.097408,0.097378,0.097378,11.248899,2025-09-18 09:05:00
1758186360000,0.097348,0.097396,0.097348,0.097396,11.29508,2025-09-18 09:06:00
1758186420000,0.097386,0.097386,0.097356,0.097356,11.295036,2025-09-18 09:07:00
1758186480000,0.097268,0.097316,0.097268,0.097316,11.237142,2025-09-18 09:08:00
1758186540000,0.097306,0.097307,0.097306,0.097307,11.4821675,2025-09-18 09:09:00
1758186600000,0.097394,0.097442,0.097394,0.097442,10.959561,2025-09-18 09:10:00
1758186660000,0.097401,0.097488,0.097401,0.097488,11.498451,2025-09-18 09:11:00
1758186720000,0.097478,0.097478,0.097478,0.097478,11.356187,2025-09-18 09:12:00
1758186780000,0.097497,0.097497,0.097487,0.097487,10.8703655,2025-09-18 09:13:00
1758186840000,0.097409,0.097409,0.097379,0.097379,11.4437725,2025-09-18 09:14:00
1758186900000,0.097466,0.097514,0.097466,0.097514,11.065127,2025-09-18 09:15:00
1758186960000,0.097514,0.097582,0.097514,0.097582,10.974235,2025-09-18 09:16:00
1758187020000,0.097366,0.097453,0.097366,0.097388,979.660503280344,2025-09-18 09:17:00
1758187080000,0.097402,0.097416,0.097402,0.097416,11.055946,2025-09-18 09:18:00
1758187140000,0.097493,0.097493,0.097466,0.097466,10.8202245,2025-09-18 09:19:00
1758187200000,0.097485,0.097494,0.097485,0.097494,11.406276,2025-09-18 09:20:00
1758187260000,0.097533,0.097554,0.097533,0.097554,11.0712135,2025-09-18 09:21:00
1758187320000,0.097622,0.09769,0.097622,0.09769,11.083871,2025-09-18 09:22:00
1758187380000,0.097729,0.097787,0.097729,0.097787,11.339957,2025-09-18 09:23:00
1758187440000,0.097777,0.097777,0.097767,0.097767,10.9993375,2025-09-18 09:24:00
1758187500000,0.097791,0.097791,0.097749,0.097749,11.0969475,2025-09-18 09:25:00
1758187560000,0.097758,0.097816,0.097758,0.097816,10.903265,2025-09-18 09:26:00
1758187620000,0.097825,0.097832,0.097825,0.097832,11.0057115,2025-09-18 09:27:00
1758187680000,0.097804,0.097804,0.097748,0.097748,10.950968,2025-09-18 09:28:00
1758187740000,0.097749,0.09776,0.097567,0.097632,3957.5883761904006,2025-09-18 09:29:00
1758187800000,0.097553,0.097621,0.097553,0.097621,10.929676,2025-09-18 09:30:00
1758187860000,0.097538,0.097545,0.097538,0.097545,11.168486,2025-09-18 09:31:00
1758187920000,0.097476,0.097534,0.097476,0.097534,10.774288,2025-09-18 09:32:00
1758187980000,0.097455,0.097455,0.097406,0.097406,11.253235,2025-09-18 09:33:00
1758188040000,0.097444,0.097444,0.097405,0.097405,10.862861,2025-09-18 09:34:00
1758188100000,0.097463,0.09755,0.097463,0.09755,11.067053,2025-09-18 09:35:00
1758188160000,0.097559,0.097559,0.097535,0.097535,11.120394,2025-09-18 09:36:00
1758188220000,0.097525,0.097525,0.097515,0.097515,11.117265,2025-09-18 09:37:00
1758188280000,0.097544,0.097544,0.097523,0.097523,11.3626475,2025-09-18 09:38:00
1758188340000,0.097501,0.097501,0.097452,0.097452,11.307225,2025-09-18 09:39:00
1758188400000,0.097461,0.097461,0.097431,0.097431,10.8652365,2025-09-18 09:40:00
1758188460000,0.097469,0.097469,0.097439,0.097439,11.20721,2025-09-18 09:41:00
1758188520000,0.097351,0.097351,0.097351,0.097351,5.7923845,2025-09-18 09:42:00
1758188580000,0.097395,0.097395,0.097395,0.097395,5.6595279619941,2025-09-18 09:43:00
1758188640000,0.097395,0.097463,0.097395,0.097463,11.2530665,2025-09-18 09:44:00
1758188700000,0.097453,0.097453,0.097453,0.097453,11.207095,2025-09-18 09:45:00
1758188760000,0.097404,0.097423,0.097404,0.097423,11.2999945,2025-09-18 09:46:00
1758188820000,0.097366,0.097424,0.097366,0.097424,10.90824,2025-09-18 09:47:00
1758188880000,0.097443,0.097443,0.097394,0.097394,11.1543325,2025-09-18 09:48:00
1758188940000,0.097452,0.097452,0.097442,0.097442,11.157664,2025-09-18 09:49:00
1758189000000,0.097432,0.097432,0.097402,0.097402,11.20294,2025-09-18 09:50:00
1758189060000,0.09746,0.097537,0.09746,0.097537,11.2610575,2025-09-18 09:51:00
1758189120000,0.097529,0.097529,0.097519,0.097519,11.312779,2025-09-18 09:52:00
1758189180000,0.097538,0.097538,0.097489,0.097489,11.360335,2025-09-18 09:53:00
1758189240000,0.09744,0.09744,0.097352,0.097352,11.1031,2025-09-18 09:54:00
1758189300000,0.09741,0.09741,0.09741,0.09741,5.698485,2025-09-18 09:55:00
1758189360000,0.097348,0.09739,0.097348,0.09739,35.19027058601444,2025-09-18 09:56:00
1758189420000,0.097428,0.097495,0.097428,0.097459,271.1114343346106,2025-09-18 09:57:00
1758189480000,0.097457,0.097457,0.097457,0.097457,11.0613695,2025-09-18 09:58:00
1758189540000,0.097369,0.097427,0.097369,0.097427,11.2494255,2025-09-18 09:59:00
1758189600000,0.097475,0.097475,0.097475,0.097475,11.3071,2025-09-18 10:00:00
1758189660000,0.097455,0.097455,0.097435,0.097435,10.7676775,2025-09-18 10:01:00
1758189720000,0.097366,0.097366,0.097307,0.097307,11.193668,2025-09-18 10:02:00
1758189780000,0.097375,0.097375,0.097326,0.097326,10.757218,2025-09-18 10:03:00
1758189840000,0.097306,0.097306,0.097228,0.097228,11.380278,2025-09-18 10:04:00
1758189900000,0.097189,0.097189,0.097162,0.097162,11.07798,2025-09-18 10:05:00
1758189960000,0.097167,0.097175,0.097167,0.097175,10.8345725,2025-09-18 10:06:00
1758190020000,0.097184,0.097232,0.097184,0.097232,11.081736,2025-09-18 10:07:00
1758190080000,0.097319,0.097338,0.097319,0.097338,10.998149,2025-09-18 10:08:00
1758190140000,0.09737,0.09737,0.097352,0.097352,11.099145,2025-09-18 10:09:00
1758190200000,0.097317,0.097317,0.097202,0.097202,4324.480120975439,2025-09-18 10:10:00
1758190260000,0.097273,0.097273,0.097241,0.097241,7521.584787411921,2025-09-18 10:11:00
1758190320000,0.097258,0.097258,0.097251,0.097251,10.989748,2025-09-18 10:12:00
1758190380000,0.09724,0.09724,0.09721,0.09721,11.180815,2025-09-18 10:13:00
1758190440000,0.097151,0.097183,0.097151,0.097183,11.174173,2025-09-18 10:14:00
1758190500000,0.097181,0.097249,0.097181,0.097249,11.0338855,2025-09-18 10:15:00
1758190560000,0.097326,0.097326,0.097231,0.097231,11.2355005,2025-09-18 10:16:00
1758190620000,0.097156,0.097156,0.097148,0.097148,11.172488,2025-09-18 10:17:00
1758190680000,0.097137,0.097137,0.097126,0.097126,11.4615115,2025-09-18 10:18:00
1758190740000,0.097116,0.097116,0.097113,0.097113,11.2167195,2025-09-18 10:19:00
1758190800000,0.09718,0.09718,0.09718,0.09718,11.02993,2025-09-18 10:20:00
1758190860000,0.097243,0.097243,0.097168,0.097168,11.081427,2025-09-18 10:21:00
1758190920000,0.097109,0.097119,0.097109,0.097119,10.68254,2025-09-18 10:22:00
1758190980000,0.097019,0.097019,0.097019,0.097019,5.54533691608533,2025-09-18 10:23:00
1758191040000,0.096931,0.096931,0.096882,0.096882,11.2411295,2025-09-18 10:24:00
1758191100000,0.09693,0.09693,0.096871,0.096871,11.1436755,2025-09-18 10:25:00
1758191160000,0.096851,0.0969,0.096851,0.0969,10.9953815,2025-09-18 10:26:00
1758191220000,0.096877,0.096877,0.096818,0.096818,10.701634,2025-09-18 10:27:00
1758191280000,0.09673,0.096739,0.09673,0.096739,11.5114055,2025-09-18 10:28:00
1758191340000,0.096719,0.096719,0.096719,0.096719,10.9776065,2025-09-18 10:29:00
1758191400000,0.096757,0.096757,0.096757,0.096757,11.3689475,2025-09-18 10:30:00
1758191460000,0.096834,0.096892,0.096834,0.096892,11.139129,2025-09-18 10:31:00
1758191520000,0.09694,0.096966,0.09694,0.096966,11.391958,2025-09-18 10:32:00
1758191580000,0.096956,0.096957,0.096956,0.096957,11.1499965,2025-09-18 10:33:00
1758191640000,0.097015,0.097024,0.097015,0.097024,11.399798,2025-09-18 10:34:00
1758191700000,0.097053,0.097053,0.097023,0.097023,11.3049195,2025-09-18 10:35:00
1758191760000,0.096984,0.096984,0.096974,0.096974,11.443522,2025-09-18 10:36:00
1758191820000,0.096915,0.096915,0.096843,0.096843,10.850412,2025-09-18 10:37:00
1758191880000,0.096872,0.09691,0.096872,0.09691,11.045593,2025-09-18 10:38:00
1758191940000,0.0969,0.096977,0.0969,0.096977,11.487193,2025-09-18 10:39:00
1758192000000,0.096986,0.097053,0.096986,0.097053,11.302755,2025-09-18 10:40:00
1758192060000,0.097072,0.097149,0.097072,0.097149,11.2649335,2025-09-18 10:41:00
1758192120000,0.09709,0.097148,0.09709,0.097148,10.877299,2025-09-18 10:42:00
1758192180000,0.09707,0.09707,0.09705,0.09705,11.016295,2025-09-18 10:43:00
1758192240000,0.09705,0.09705,0.097011,0.097011,11.206974,2025-09-18 10:44:00
1758192300000,0.096972,0.096972,0.096913,0.096913,11.1483875,2025-09-18 10:45:00
1758192360000,0.096961,0.096961,0.096961,0.096961,11.2959565,2025-09-18 10:46:00
1758192420000,0.09697,0.09697,0.096715,0.096746,1367.5544702327895,2025-09-18 10:47:00
1758192480000,0.096775,0.096794,0.096775,0.096794,11.178643,2025-09-18 10:48:00
1758192540000,0.096802,0.096837,0.096802,0.096837,10.698546,2025-09-18 10:49:00
1758192600000,0.096848,0.096935,0.096848,0.096935,11.1426965,2025-09-18 10:50:00
1758192660000,0.096886,0.096915,0.096886,0.096915,10.901328,2025-09-18 10:51:00
1758192720000,0.096915,0.096915,0.096905,0.096905,11.144645,2025-09-18 10:52:00
1758192780000,0.096905,0.096953,0.096905,0.096953,11.0984785,2025-09-18 10:53:00
1758192840000,0.096875,0.096933,0.096875,0.096933,11.046969,2025-09-18 10:54:00
1758192900000,0.096981,0.097007,0.096981,0.097007,11.154271,2025-09-18 10:55:00
1758192960000,0.096989,0.096989,0.09693,0.09693,11.053501,2025-09-18 10:56:00
1758193020000,0.096881,0.096881,0.096851,0.096851,10.8974025,2025-09-18 10:57:00
1758193080000,0.096821,0.096821,0.096743,0.096743,11.420315,2025-09-18 10:58:00
1758193140000,0.096791,0.096868,0.096791,0.096868,10.748113,2025-09-18 10:59:00
1758193200000,0.096916,0.096916,0.096838,0.096838,10.753308,2025-09-18 11:00:00
1758193260000,0.096876,0.096876,0.09685,0.09685,11.139271,2025-09-18 11:01:00
1758193320000,0.096908,0.096946,0.096908,0.096946,11.146529,2025-09-18 11:02:00
1758193380000,0.096994,0.096994,0.096955,0.096955,11.1035315,2025-09-18 11:03:00
1758193440000,0.096877,0.096877,0.096842,0.096842,11.0903515,2025-09-18 11:04:00
1758193500000,0.096842,0.096842,0.096803,0.096803,11.3766535,2025-09-18 11:05:00
1758193560000,0.096834,0.096882,0.096834,0.096882,11.138622,2025-09-18 11:06:00
1758193620000,0.096814,0.096815,0.096814,0.096815,11.182075,2025-09-18 11:07:00
1758193680000,0.096902,0.096989,0.096902,0.096989,11.3427105,2025-09-18 11:08:00
1758193740000,0.096979,0.096979,0.096969,0.096969,11.055036,2025-09-18 11:09:00
1758193800000,0.096891,0.096891,0.096861,0.096861,11.0923095,2025-09-18 11:10:00
1758193860000,0.096822,0.096822,0.096802,0.096802,11.181791,2025-09-18 11:11:00
1758193920000,0.09686,0.09686,0.096782,0.096782,11.134298,2025-09-18 11:12:00
1758193980000,0.096723,0.096723,0.096723,0.096723,11.123145,2025-09-18 11:13:00
1758194040000,0.096722,0.096722,0.096722,0.096722,11.12303,2025-09-18 11:14:00
1758194100000,0.096702,0.096722,0.096702,0.096722,11.218572,2025-09-18 11:15:00
1758194160000,0.096723,0.096826,0.096723,0.096826,131.311412,2025-09-18 11:16:00
1758194220000,0.096836,0.096843,0.096836,0.096843,10.846031,2025-09-18 11:17:00
1758194280000,0.096847,0.096861,0.096847,0.096861,11.428765,2025-09-18 11:18:00
1758194340000,0.096829,0.096877,0.096829,0.096877,11.2833385,2025-09-18 11:19:00
1758194400000,0.096886,0.096895,0.096886,0.096895,11.093951,2025-09-18 11:20:00
1758194460000,0.096924,0.096924,0.096875,0.096875,11.3856545,2025-09-18 11:21:00
1758194520000,0.096923,0.096923,0.096923,0.096923,5.6699955,2025-09-18 11:22:00
1758194580000,0.09699,0.09699,0.096912,0.096989,16.629088,2025-09-18 11:23:00
1758194640000,0.097008,0.097008,0.096959,0.096959,11.29859,2025-09-18 11:24:00
1758194700000,0.097038,0.097038,0.097038,0.097038,5.628204,2025-09-18 11:25:00
1758194760000,0.09699,0.09699,0.096965,0.096965,16.6318275,2025-09-18 11:26:00
1758194820000,0.096916,0.096955,0.096916,0.096955,11.050725,2025-09-18 11:27:00
1758194880000,0.096955,0.096955,0.096953,0.096953,11.440572,2025-09-18 11:28:00
1758194940000,0.096947,0.096947,0.096947,0.096947,5.6713995,2025-09-18 11:29:00
1758195000000,0.096947,0.096987,0.096919,0.096919,16.7241835,2025-09-18 11:30:00
1758195060000,0.096928,0.096928,0.096928,0.096928,5.718752,2025-09-18 11:31:00
1758195120000,0.096889,0.096889,0.09684,0.09684,11.4784555,2025-09-18 11:32:00
1758195180000,0.096867,0.0969,0.096867,0.0969,11.141652,2025-09-18 11:33:00
1758195240000,0.096905,0.096914,0.096905,0.096914,11.1930405,2025-09-18 11:34:00
1758195300000,0.096886,0.096934,0.096886,0.096934,11.193165,2025-09-18 11:35:00
1758195360000,0.096955,0.096974,0.096955,0.096974,11.0539245,2025-09-18 11:36:00
1758195420000,0.096962,0.096962,0.096962,0.096962,11.199111,2025-09-18 11:37:00
1758195480000,0.096963,0.096963,0.096963,0.096963,10.859856,2025-09-18 11:38:00
1758195540000,0.096967,0.097015,0.096967,0.097015,11.444914,2025-09-18 11:39:00
1758195600000,0.096986,0.097053,0.096986,0.097053,10.963103,2025-09-18 11:40:00
1758195660000,0.097014,0.097033,0.097014,0.097033,10.963627,2025-09-18 11:41:00
1758195720000,0.09712,0.097159,0.09712,0.097159,11.1225215,2025-09-18 11:42:00
1758195780000,0.097155,0.097155,0.097151,0.097151,10.881134,2025-09-18 11:43:00
1758195840000,0.097073,0.097111,0.097073,0.097111,10.9228785,2025-09-18 11:44:00
1758195900000,0.097081,0.097101,0.097081,0.097101,11.1169545,2025-09-18 11:45:00
1758195960000,0.097092,0.097092,0.097086,0.097086,11.553591,2025-09-18 11:46:00
1758196020000,0.097018,0.097018,0.096959,0.096959,11.105198,2025-09-18 11:47:00
1758196080000,0.09696,0.09696,0.09696,0.09696,11.34432,2025-09-18 11:48:00
1758196140000,0.097008,0.097053,0.096959,0.096994,506.16034190019946,2025-09-18 11:49:00
1758196200000,0.09696,0.09696,0.09696,0.09696,5.38128,2025-09-18 11:50:00
1758196260000,0.097037,0.097041,0.097037,0.097041,11.3050405,2025-09-18 11:51:00
1758196320000,0.097037,0.097037,0.097035,0.097035,10.770996,2025-09-18 11:52:00
1758196380000,0.097031,0.097031,0.096963,0.096963,11.2031365,2025-09-18 11:53:00
1758196440000,0.09696,0.09696,0.09696,0.09696,11.1504,2025-09-18 11:54:00
1758196500000,0.09696,0.096989,0.09696,0.096989,10.861115,2025-09-18 11:55:00
1758196560000,0.097008,0.097008,0.097008,0.097008,11.204424,2025-09-18 11:56:00
1758196620000,0.09696,0.096998,0.09696,0.096998,10.861629,2025-09-18 11:57:00
1758196680000,0.097041,0.097041,0.097038,0.097038,11.0625075,2025-09-18 11:58:00
1758196740000,0.097067,0.097067,0.097037,0.097037,11.2094535,2025-09-18 11:59:00
1758196800000,0.097017,0.097084,0.097017,0.097084,11.451959,2025-09-18 12:00:00
1758196860000,0.096996,0.096996,0.096986,0.096986,11.202458,2025-09-18 12:01:00
1758196920000,0.097063,0.097101,0.097063,0.097101,11.0187595,2025-09-18 12:02:00
1758196980000,0.097013,0.097013,0.09696,0.09696,10.765528,2025-09-18 12:03:00
1758197040000,0.09696,0.096969,0.09696,0.096969,11.102433,2025-09-18 12:04:00
1758197100000,0.09696,0.09696,0.09696,0.09696,11.05344,2025-09-18 12:05:00
1758197160000,0.096979,0.097017,0.096979,0.097017,11.154789,2025-09-18 12:06:00
1758197220000,0.096997,0.096997,0.09696,0.09696,11.0070875,2025-09-18 12:07:00
1758197280000,0.097018,0.097018,0.097008,0.097008,11.253493,2025-09-18 12:08:00
1758197340000,0.097037,0.097085,0.097037,0.097085,10.870832,2025-09-18 12:09:00
1758197400000,0.097104,0.097104,0.096959,0.096959,11.76406459032705,2025-09-18 12:10:00
1758197460000,0.097036,0.097036,0.097036,0.097036,10.91655,2025-09-18 12:11:00
1758197520000,0.097016,0.097016,0.096986,0.096986,10.864127,2025-09-18 12:12:00
1758197580000,0.097044,0.097072,0.096839,0.096839,2005.1079107269497,2025-09-18 12:13:00
1758197640000,0.096858,0.096893,0.096858,0.096893,10.850021,2025-09-18 12:14:00
1758197700000,0.096935,0.097186,0.096935,0.097015,4000.236087740769,2025-09-18 12:15:00
1758197760000,0.097082,0.097093,0.097082,0.097093,11.0194285,2025-09-18 12:16:00
1758197820000,0.097093,0.097093,0.097093,0.097093,10.874416,2025-09-18 12:17:00
1758197880000,0.097141,0.097141,0.097114,0.097123,354.5251946685852,2025-09-18 12:18:00
1758197940000,0.097123,0.097123,0.097029,0.09704,1893.4666970922913,2025-09-18 12:19:00
1758198000000,0.097036,0.097052,0.097036,0.097052,10.91747,2025-09-18 12:20:00
1758198060000,0.0971,0.097413,0.0971,0.097413,1504.4513809981813,2025-09-18 12:21:00
1758198120000,0.097413,0.097413,0.097413,0.097413,11.3486145,2025-09-18 12:22:00
1758198180000,0.097413,0.097451,0.097413,0.097451,11.009759,2025-09-18 12:23:00
1758198240000,0.097528,0.097528,0.097479,0.097479,10.969107,2025-09-18 12:24:00
1758198300000,0.097391,0.097391,0.097381,0.097381,11.0532935,2025-09-18 12:25:00
1758198360000,0.097429,0.097448,0.097429,0.097448,10.913093,2025-09-18 12:26:00
1758198420000,0.097506,0.097506,0.097506,0.097506,11.066931,2025-09-18 12:27:00
